Name,Location,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(CC),Power(bhp),Seats,Price
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,14,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.5
Audi A8 L 3.0 TDI quattro,Delhi,2012,12,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,45.0
Hyundai i10 Magna 1.1,Pune,2012,12,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.9
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,7,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,8.9
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,7,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,26.0
Hyundai i20 Active 1.2 SX,Coimbatore,2018,6,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.22
Honda Amaze VX i-DTEC,Kolkata,2014,10,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,3.5
Maruti Wagon R LXI,Chennai,2004,20,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,11,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,6,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.41
Maruti Wagon R VXI,Kolkata,2013,11,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.65
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,9,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,8.92
Maruti Swift VDI BSIV,Delhi,2013,11,47000,Diesel,Manual,First,17.8,1248.0,null,5.0,4.1
Mini Cooper Convertible S,Kochi,2017,7,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.67
Ford Figo Diesel,Bangalore,2015,9,70436,Diesel,Manual,First,0.0,1498.0,99.0,,3.6
Tata Indica V2 DLS BSII,Jaipur,2007,17,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,0.85
Chevrolet Beat LT,Kochi,2016,8,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,3.32
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,12,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.6
Maruti Swift ZDi,Hyderabad,2016,8,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.8
Ford Figo Diesel EXI,Kolkata,2012,12,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.5
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,5,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.64
Hyundai Santa Fe 4x4 AT,Mumbai,2011,13,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,7.0
Honda City i-VTEC V,Kolkata,2011,13,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87
Hyundai i20 1.2 Magna Executive,Kochi,2018,6,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,9,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,18.12
Chevrolet Beat Diesel LT,Mumbai,2013,11,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,9,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,9,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.3
Maruti Ertiga VDI,Chennai,2013,11,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.9
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,10,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,17,72000,Petrol,Manual,Third,17.0,1086.0,null,5.0,0.95
Honda City i VTEC V,Kochi,2016,8,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09
BMW X1 sDrive20d,Ahmedabad,2014,10,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18.5
Hyundai Grand i10 CRDi Era,Mumbai,2017,7,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75
Maruti Ciaz 1.3 Alpha,Chennai,2016,8,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,12,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5
Hyundai Accent CRDi,Kochi,2006,18,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,10,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,7,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17
Hyundai i10 Era,Jaipur,2010,14,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,6,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,7,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,13,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85
Maruti Swift VXI BSIV,Coimbatore,2017,7,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95
Hyundai Grand i10 Magna,Mumbai,2014,10,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
Maruti Swift VDI,Pune,2012,12,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,16,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6
Hyundai Santro Xing XL,Hyderabad,2006,18,99000,Petrol,Manual,First,0.0,1086.0,null,5.0,1.75
Hyundai i20 1.2 Sportz,Mumbai,2010,14,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8
Mercedes-Benz GLE 350d,Coimbatore,2017,7,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,10,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0
Maruti Ritz ZDi,Hyderabad,2014,10,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,8,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75
Maruti A-Star Vxi,Pune,2010,14,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,8,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,14,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65
BMW X3 xDrive30d M Sport,Coimbatore,2017,7,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77
Hyundai i10 Sportz,Bangalore,2010,14,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,8,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8
Maruti Zen VXI BSII,Mumbai,2002,22,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55
Maruti Swift VDI,Hyderabad,2018,6,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,11,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,7,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,7,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5
Maruti Swift Dzire ZDI,Jaipur,2012,12,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35
Maruti Alto 800 LXI,Kochi,2016,8,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26
Honda City 1.5 S MT,Jaipur,2011,13,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,6,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,15,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,12,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28
Honda City 1.5 V AT,Jaipur,2009,15,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,11,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,10,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96
Volkswagen Vento Diesel Highline,Hyderabad,2011,13,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7
Honda City i VTEC VX,Ahmedabad,2014,10,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,6,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25
BMW 5 Series 2003-2012 520d,Pune,2015,9,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0
Maruti Wagon R LXI Minor,Delhi,2009,15,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35
Honda Jazz VX,Delhi,2015,9,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,12,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7
Hyundai i10 Magna 1.2,Hyderabad,2010,14,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,9,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,12,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,8,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,9,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,14,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,9,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89
Maruti Alto K10 LXI,Hyderabad,2011,13,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
Honda City i-VTEC CVT ZX,Mumbai,2017,7,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69
Tata Indigo LX,Coimbatore,2013,11,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,10,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,9,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26
Hyundai Santro Xing XL,Chennai,2006,18,58000,Petrol,Manual,Second,0.0,1086.0,null,5.0,1.5
Maruti Swift VDI BSIV,Kolkata,2011,13,60020,Diesel,Manual,First,17.8,1248.0,null,5.0,2.5
Maruti Celerio VXI AT,Hyderabad,2014,10,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
Mercedes-Benz GLE 250d,Hyderabad,2017,7,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0
Land Rover Range Rover HSE Dynamic,Delhi,2017,7,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0
Volkswagen Vento Diesel Trendline,Hyderabad,2011,13,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65
Maruti Omni 8 Seater BSIV,Hyderabad,2012,12,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05
Honda Brio 1.2 VX MT,Kochi,2012,12,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13
Tata Sumo Delux,Hyderabad,2000,24,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,12,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85
Maruti Wagon R LXI BS IV,Delhi,2012,12,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65
Mahindra XUV500 W8 4WD,Hyderabad,2015,9,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6
Tata Indigo LS Dicor,Pune,2008,16,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25
Maruti Ertiga Paseo VXI,Mumbai,2018,6,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25
Honda Accord 2.4 A/T,Mumbai,2011,13,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45
Maruti Swift Dzire VDi,Kolkata,2012,12,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,15,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8
Honda City ZX GXi,Kolkata,2008,16,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,10,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95
BMW 6 Series 640d Gran Coupe,Mumbai,2011,13,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,7,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67
Maruti Zen Estilo LXI Green (CNG),Pune,2008,16,42496,CNG,Manual,First,33.94,998.0,67.1,5.0,1.4
Hyundai i20 1.4 CRDi Asta,Pune,2012,12,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
Hyundai i10 Sportz AT,Bangalore,2009,15,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,8,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86
Maruti Swift VDI BSIV,Hyderabad,2015,9,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15
Hyundai i20 Asta 1.2,Pune,2011,13,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,13,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55
Maruti Alto LXi,Ahmedabad,2009,15,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
Toyota Corolla H4,Chennai,2004,20,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5
Maruti Alto LXi,Chennai,2006,18,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4
Tata Manza ELAN Quadrajet BS IV,Pune,2012,12,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4
Maruti Alto LXi,Pune,2012,12,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,11,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5
Toyota Corolla H4,Kolkata,2008,16,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8
Hyundai i20 Asta Option 1.2,Coimbatore,2016,8,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66
Maruti Vitara Brezza LDi,Chennai,2016,8,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15
Honda City 1.5 V MT,Delhi,2010,14,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,10,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5
Honda Amaze S i-Dtech,Kolkata,2013,11,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45
Hyundai EON D Lite Plus,Coimbatore,2016,8,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55
BMW 3 Series Luxury Line,Kochi,2015,9,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99
Hyundai Verna 1.6 SX,Bangalore,2012,12,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,11,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9
Skoda Octavia RS,Jaipur,2005,19,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05
Maruti Alto K10 VXI,Pune,2017,7,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,10,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75
Chevrolet Spark 1.0 LS,Kolkata,2011,13,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,7,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0
Honda CR-V RVi MT,Jaipur,2007,17,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,5,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3
Hyundai i10 Magna 1.2,Chennai,2009,15,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7
Maruti Swift LDI,Delhi,2013,11,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
Maruti Swift Dzire VXi AT,Mumbai,2016,8,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2
Nissan Micra Diesel XV,Chennai,2011,13,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75
Maruti Swift Dzire Tour LDI,Mumbai,2015,9,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,12,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25
Maruti Zen LX,Kolkata,2003,21,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65
Mini Clubman Cooper S,Pune,2017,7,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0
Toyota Etios GD,Kolkata,2014,10,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,6,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9
Maruti Alto VXi,Bangalore,2011,13,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9
BMW X5 3.0d,Bangalore,2009,15,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75
Nissan Teana XV,Mumbai,2015,9,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25
Hyundai Grand i10 AT Asta,Coimbatore,2015,9,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,7,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,16,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,9,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0
Maruti 800 AC,Chennai,2007,17,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0
Renault Duster 85PS Diesel RxL,Chennai,2015,9,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1
Toyota Corolla Altis D-4D GL,Mumbai,2017,7,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5
Mercedes-Benz New C-Class 220,Chennai,2014,10,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0
Maruti Ritz VDi,Hyderabad,2010,14,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2
Honda BRV i-VTEC V CVT,Kochi,2017,7,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,9,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,10,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5
Mercedes-Benz B Class B180,Kochi,2014,10,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,7,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0
Honda City i VTEC VX Option,Mumbai,2016,8,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,17,50958,Petrol,Manual,First,17.0,1086.0,null,5.0,1.95
Honda City 1.5 S MT,Chennai,2011,13,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
Hyundai Verna Transform VTVT,Pune,2010,14,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5
Jaguar XE Portfolio,Mumbai,2017,7,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5
Honda Amaze S i-Vtech,Delhi,2015,9,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
Mini Cooper Convertible 1.6,Bangalore,2015,9,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,7,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81
Hyundai EON Magna Plus,Chennai,2014,10,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
Maruti Wagon R VXI BS IV,Kolkata,2014,10,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
Maruti Ritz LDi,Coimbatore,2011,13,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91
BMW 3 Series 320d Sedan,Chennai,2011,13,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0
Tata Xenon XT EX 4X2,Pune,2014,10,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5
Audi A3 35 TDI Attraction,Chennai,2014,10,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5
Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,12,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,14,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,6,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0
Maruti Alto LX,Jaipur,2010,14,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92
Maruti Wagon R LXI BSIII,Pune,2013,11,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75
Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,7,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83
Hyundai Verna 1.6 SX VTVT,Pune,2011,13,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95
BMW 5 Series 525d Sedan,Hyderabad,2013,11,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5
Jaguar XF Diesel,Bangalore,2013,11,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,14,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
Audi Q3 35 TDI Quattro Premium,Kochi,2017,7,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71
Land Rover Range Rover 2.2L Pure,Coimbatore,2014,10,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,11,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0
Mahindra Scorpio S10 4WD,Kochi,2017,7,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05
BMW 3 Series Luxury Line,Mumbai,2015,9,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5
Honda BR-V i-VTEC S MT,Pune,2017,7,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5
Volvo S80 2006-2013 D5,Chennai,2010,14,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25
Hyundai Accent GLE,Pune,2005,19,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8
Hyundai i20 Active SX Petrol,Jaipur,2017,7,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,6,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99
Hyundai EON Magna Plus,Kolkata,2015,9,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25
Hyundai Grand i10 SportZ Edition,Kochi,2018,6,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
Honda City 1.5 EXI S,Mumbai,2013,11,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,14,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25
Audi A6 35 TFSI Matrix,Mumbai,2016,8,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5
Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,14,42021,Diesel,Manual,First,0.0,1968.0,null,5.0,5.45
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,7,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,13,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5
Mini Cooper Convertible S,Mumbai,2014,10,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5
Hyundai Santro Xing XO eRLX Euro II,Pune,2006,18,108000,Petrol,Manual,Second,17.0,1086.0,null,5.0,1.2
Toyota Etios VD,Bangalore,2013,11,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75
Honda Brio S MT,Delhi,2014,10,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2
Maruti Baleno Alpha Automatic,Coimbatore,2018,6,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89
